OBJECT_NAME,LOCATOR,VALUE,X_COORD,Y_COORD,WIDTH,HEIGHT
EMBER18825_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember18825>.glyphicon-briefcase,1223,776,14,14
ID_EMBER18829,By.ID,ember18829,1303,789,70,30
GDL_ORDER_667_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_667>td>.btn-group>.btn-danger,1405,789,58,30
EMBER19426,By.CSS_SELECTOR,#ember19426>.img,1169,792,24,24
GDL_ORDER_667_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_667>td.text-center>.unread,1041,796,6,16
EMBER18831_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember18831>.glyphicon-pencil,1383,797,12,12
EMBER18867_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember18867>.glyphicon-briefcase,1223,841,14,14
ID_EMBER18871,By.ID,ember18871,1303,854,70,30
GDL_ORDER_668_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_668>td>.btn-group>.btn-danger,1405,854,58,30
EMBER19429,By.CSS_SELECTOR,#ember19429>.img,1169,857,24,24
ID_GDL_ORDER_668,By.XPATH,id(\'gdl_order_668\')/TD[3]/SPAN[1],620,861,5,16
GDL_ORDER_668_GLYPHICON_EARPHONE,By.CSS_SELECTOR,#gdl_order_668>td>a>.glyphicon-earphone,629,861,14,14
GDL_ORDER_668_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_668>td.text-center>.unread,1041,861,6,16
GDL_ORDER_668_TEXT,By.CSS_SELECTOR,#gdl_order_668>td.text-center>img,844,862,16,16
EMBER18873_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember18873>.glyphicon-pencil,1383,862,12,12
EMBER18906_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember18906>.glyphicon-briefcase,1223,906,14,14
EMBER19432_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19432>.glyphicon-certificate,1157,916,14,14
ID_EMBER18909,By.ID,ember18909,1303,919,70,30
GDL_ORDER_686_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_686>td>.btn-group>.btn-danger,1405,919,58,30
GDL_ORDER_686_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_686>td.text-center>.unread,993,926,6,16
EMBER18911_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember18911>.glyphicon-pencil,1383,927,12,12
EMBER18944_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember18944>.glyphicon-briefcase,1223,971,14,14
EMBER19434_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19434>.glyphicon-certificate,1157,981,14,14
ID_EMBER18947,By.ID,ember18947,1303,984,70,30
GDL_ORDER_688_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_688>td>.btn-group>.btn-danger,1405,984,58,30
GDL_ORDER_688_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_688>td.text-center>.unread,993,991,6,16
EMBER18949_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember18949>.glyphicon-pencil,1383,992,12,12
EMBER18982_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember18982>.glyphicon-briefcase,1223,1036,14,14
EMBER19436_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19436>.glyphicon-certificate,1157,1046,14,14
ID_EMBER18985,By.ID,ember18985,1303,1049,70,30
GDL_ORDER_691_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_691>td>.btn-group>.btn-danger,1405,1049,58,30
GDL_ORDER_691_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_691>td.text-center>.unread,993,1056,6,16
EMBER18987_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember18987>.glyphicon-pencil,1383,1057,12,12
EMBER19020_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19020>.glyphicon-briefcase,1223,1101,14,14
EMBER19438_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19438>.glyphicon-certificate,1157,1111,14,14
ID_EMBER19023,By.ID,ember19023,1303,1114,70,30
GDL_ORDER_765_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_765>td>.btn-group>.btn-danger,1405,1114,58,30
GDL_ORDER_765_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_765>td.text-center>.unread,993,1121,6,16
EMBER19025_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19025>.glyphicon-pencil,1383,1122,12,12
EMBER19058_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19058>.glyphicon-briefcase,1223,1166,14,14
EMBER19440_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19440>.glyphicon-certificate,1157,1176,14,14
ID_EMBER19061,By.ID,ember19061,1303,1179,70,30
GDL_ORDER_800_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_800>td>.btn-group>.btn-danger,1405,1179,58,30
GDL_ORDER_800_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_800>td.text-center>.unread,993,1186,6,16
EMBER19063_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19063>.glyphicon-pencil,1383,1187,12,12
EMBER19096_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19096>.glyphicon-briefcase,1223,1231,14,14
EMBER19442_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19442>.glyphicon-certificate,1157,1241,14,14
ID_EMBER19099,By.ID,ember19099,1303,1244,70,30
GDL_ORDER_836_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_836>td>.btn-group>.btn-danger,1405,1244,58,30
GDL_ORDER_836_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_836>td.text-center>.unread,993,1251,6,16
EMBER19101_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19101>.glyphicon-pencil,1383,1252,12,12
EMBER19134_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19134>.glyphicon-briefcase,1223,1296,14,14
EMBER19444_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19444>.glyphicon-certificate,1157,1306,14,14
ID_EMBER19137,By.ID,ember19137,1303,1309,70,30
GDL_ORDER_879_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_879>td>.btn-group>.btn-danger,1405,1309,58,30
GDL_ORDER_879_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_879>td.text-center>.unread,993,1316,6,16
EMBER19139_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19139>.glyphicon-pencil,1383,1317,12,12
EMBER19172_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19172>.glyphicon-briefcase,1223,1361,14,14
EMBER19446_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19446>.glyphicon-certificate,1157,1371,14,14
ID_EMBER19175,By.ID,ember19175,1303,1374,70,30
GDL_ORDER_885_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_885>td>.btn-group>.btn-danger,1405,1374,58,30
GDL_ORDER_885_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_885>td.text-center>.unread,993,1381,6,16
GDL_ORDER_885_TEXT,By.CSS_SELECTOR,#gdl_order_885>td.text-center>img,844,1382,16,16
EMBER19177_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19177>.glyphicon-pencil,1383,1382,12,12
EMBER19210_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19210>.glyphicon-briefcase,1223,1426,14,14
EMBER19448_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19448>.glyphicon-certificate,1157,1436,14,14
ID_EMBER19213,By.ID,ember19213,1303,1439,70,30
GDL_ORDER_886_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_886>td>.btn-group>.btn-danger,1405,1439,58,30
GDL_ORDER_886_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_886>td.text-center>.unread,993,1446,6,16
EMBER19215_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19215>.glyphicon-pencil,1383,1447,12,12
EMBER19248_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19248>.glyphicon-briefcase,1223,1491,14,14
EMBER19450_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19450>.glyphicon-certificate,1157,1501,14,14
ID_EMBER19251,By.ID,ember19251,1303,1504,70,30
GDL_ORDER_887_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_887>td>.btn-group>.btn-danger,1405,1504,58,30
GDL_ORDER_887_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_887>td.text-center>.unread,993,1511,6,16
EMBER19253_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19253>.glyphicon-pencil,1383,1512,12,12
EMBER19286_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19286>.glyphicon-briefcase,1223,1556,14,14
EMBER19452_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19452>.glyphicon-certificate,1157,1566,14,14
ID_EMBER19289,By.ID,ember19289,1303,1569,70,30
GDL_ORDER_888_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_888>td>.btn-group>.btn-danger,1405,1569,58,30
GDL_ORDER_888_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_888>td.text-center>.unread,993,1576,6,16
EMBER19291_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19291>.glyphicon-pencil,1383,1577,12,12
EMBER19324_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19324>.glyphicon-briefcase,1223,1621,14,14
EMBER19454_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19454>.glyphicon-certificate,1157,1631,14,14
ID_EMBER19327,By.ID,ember19327,1303,1634,70,30
GDL_ORDER_898_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_898>td>.btn-group>.btn-danger,1405,1634,58,30
GDL_ORDER_898_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_898>td.text-center>.unread,993,1641,6,16
EMBER19329_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19329>.glyphicon-pencil,1383,1642,12,12
EMBER19362_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember19362>.glyphicon-briefcase,1223,1686,14,14
EMBER19456_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember19456>.glyphicon-certificate,1157,1696,14,14
ID_EMBER19365,By.ID,ember19365,1303,1699,70,30
GDL_ORDER_899_BTN_GROUP_DANGER_DELETE,By.CSS_SELECTOR,#gdl_order_899>td>.btn-group>.btn-danger,1405,1699,58,30
GDL_ORDER_899_TEXT_UNREAD,By.CSS_SELECTOR,#gdl_order_899>td.text-center>.unread,993,1706,6,16
EMBER19367_GLYPHICON_PENCIL,By.CSS_SELECTOR,#ember19367>.glyphicon-pencil,1383,1707,12,12
ID_RETAILER_CONTENT_FLOATED,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[3]/DIV[1]/DIV[5]/DIV[1]/DIV[1]/BUTTON[1],308,1798,34,34
CONTAINS_TEXT_1,By.XPATH,//button[contains(text()@@@"1")],342,1798,34,34
CONTAINS_TEXT_2,By.XPATH,//button[contains(text()@@@"2")],376,1798,34,34
CONTAINS_TEXT_3,By.XPATH,//button[contains(text()@@@"3")],410,1798,34,34
ID_RETAILER_CONTENT_FLOATED_0,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[3]/DIV[1]/DIV[5]/DIV[1]/DIV[1]/BUTTON[5],444,1798,34,34
CONTAINS_TEXT_0,By.XPATH,//span[contains(text()@@@"«")],321,1807,8,16
CONTAINS_TEXT,By.XPATH,//span[contains(text()@@@"»")],457,1807,8,16
