OBJECT_NAME,LOCATOR,VALUE,X_COORD,Y_COORD,WIDTH,HEIGHT
EMBER1035_GLYPHICON_CERTIFICATE,By.CSS_SELECTOR,#ember1035>.glyphicon-certificate,32,274,14,14
ID_RETAILER_CONTENT_FLOATED_8,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[1]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,276,8,4
EMBER1378_TEXT,By.CSS_SELECTOR,#ember1378>.text-center,758,282,97,20
EMBER1046_GLYPHICON_BRIEFCASE,By.CSS_SELECTOR,#ember1046>.glyphicon-briefcase,32,310,14,14
ID_EMBER1423,By.ID,ember1423,1165,319,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_8,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[2]/TD[6]/DIV[1]/BUTTON[1],1247,319,30,30
ID_EMBER1443,By.ID,ember1443,1305,319,53,30
ID_RETAILER_CONTENT_FLOATED_REG_JKL_KESKUSTA,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/STRONG[1],475,321,153,16
EMBER1408_ALT_BRAND,By.CSS_SELECTOR,#ember1408>img[alt="Brand"],475,322,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[2]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,324,1,1
ID_RETAILER_CONTENT_FLOATED,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[2]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,333,8,4
EMBER1415_TEXT,By.CSS_SELECTOR,#ember1415>.text-center,758,339,97,20
EMBER1055_GLYPHICON_GBP,By.CSS_SELECTOR,#ember1055>.glyphicon-gbp,32,346,14,14
ID_EMBER1460,By.ID,ember1460,1165,376,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_9,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[3]/TD[6]/DIV[1]/BUTTON[1],1247,376,30,30
ID_EMBER1480,By.ID,ember1480,1305,376,53,30
ID_RETAILER_CONTENT_FLOATED_REG_JKL_UIMAHARJU,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/STRONG[1],475,378,158,16
EMBER1445_ALT_BRAND,By.CSS_SELECTOR,#ember1445>img[alt="Brand"],475,379,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF_3,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[3]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,381,1,1
EMBER1070_GLYPHICON_USER,By.CSS_SELECTOR,#ember1070>.glyphicon-user,32,382,14,14
ID_RETAILER_CONTENT_FLOATED_14,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[3]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,390,8,4
EMBER1452_TEXT,By.CSS_SELECTOR,#ember1452>.text-center,758,396,97,20
CLASS_GLYPHICON_COG,By.CLASS_NAME,glyphicon-cog,32,418,14,14
ID_EMBER1497,By.ID,ember1497,1165,433,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_6,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[4]/TD[6]/DIV[1]/BUTTON[1],1247,433,30,30
ID_EMBER1517,By.ID,ember1517,1305,433,53,30
ID_RETAILER_CONTENT_FLOATED_REG_JKL_PUPUHUHTA,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[4]/TD[1]/STRONG[1],475,435,165,16
EMBER1482_ALT_BRAND,By.CSS_SELECTOR,#ember1482>img[alt="Brand"],475,436,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF_4,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[4]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,438,1,1
ID_RETAILER_CONTENT_FLOATED_12,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[4]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,447,8,4
EMBER1489_TEXT,By.CSS_SELECTOR,#ember1489>.text-center,758,453,97,20
RETAILER_SIDEBAR,By.CSS_SELECTOR,#retailer-sidebar>hr,0,464,260,2
ID_EMBER1534,By.ID,ember1534,1165,490,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_12,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[5]/TD[6]/DIV[1]/BUTTON[1],1247,490,30,30
ID_EMBER1554,By.ID,ember1554,1305,490,53,30
ID_RETAILER_CONTENT_FLOATED_REG_JKL_SAARELA,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[5]/TD[1]/STRONG[1],475,492,139,16
EMBER1519_ALT_BRAND,By.CSS_SELECTOR,#ember1519>img[alt="Brand"],475,493,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF_5,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[5]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,495,1,1
EMBER770_GLYPHICON_USER,By.CSS_SELECTOR,#ember770>.glyphicon-user,32,496,14,14
ID_RETAILER_CONTENT_FLOATED_0,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[5]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,504,8,4
EMBER1526_TEXT,By.CSS_SELECTOR,#ember1526>.text-center,758,510,97,20
EMBER772_GLYPHICON_LOG_OUT,By.CSS_SELECTOR,#ember772>.glyphicon-log-out,32,532,14,14
ID_RETAILER_CONTENT_FLOATED_11,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[6]/TD[2]/DIV[1],674,547,68,20
ID_EMBER1571,By.ID,ember1571,1165,547,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_2,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[6]/TD[6]/DIV[1]/BUTTON[1],1247,547,30,30
ID_EMBER1591,By.ID,ember1591,1305,547,53,30
ID_RETAILER_CONTENT_FLOATED_10,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[6]/TD[1]/STRONG[1],475,549,16,16
EMBER1556_ALT_BRAND,By.CSS_SELECTOR,#ember1556>img[alt="Brand"],475,550,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF_11,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[6]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,552,1,1
ID_RETAILER_CONTENT_FLOATED_2,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[6]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,561,8,4
EMBER1556_TEXT,By.CSS_SELECTOR,#ember1556>.text-center,475,567,183,20
EMBER1563_TEXT,By.CSS_SELECTOR,#ember1563>.text-center,758,567,97,20
ID_RETAILER_CONTENT_FLOATED_13,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[7]/TD[2]/DIV[1],674,604,68,20
ID_EMBER1608,By.ID,ember1608,1165,604,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_13,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[7]/TD[6]/DIV[1]/BUTTON[1],1247,604,30,30
ID_EMBER1628,By.ID,ember1628,1305,604,53,30
ID_RETAILER_CONTENT_FLOATED_6,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[7]/TD[1]/STRONG[1],475,606,16,16
EMBER1593_ALT_BRAND,By.CSS_SELECTOR,#ember1593>img[alt="Brand"],475,607,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF_7,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[7]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,609,1,1
ID_RETAILER_CONTENT_FLOATED_5,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[7]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,618,8,4
EMBER1593_TEXT,By.CSS_SELECTOR,#ember1593>.text-center,475,624,183,20
EMBER1600_TEXT,By.CSS_SELECTOR,#ember1600>.text-center,758,624,97,20
ID_RETAILER_CONTENT_FLOATED_3,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[8]/TD[2]/DIV[1],674,661,68,20
ID_EMBER1645,By.ID,ember1645,1165,661,83,30
ID_RETAILER_CONTENT_FLOATED_ON_OF_1,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[8]/TD[6]/DIV[1]/BUTTON[1],1247,661,30,30
ID_EMBER1665,By.ID,ember1665,1305,661,53,30
ID_RETAILER_CONTENT_FLOATED_4,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[8]/TD[1]/STRONG[1],475,663,16,16
EMBER1630_ALT_BRAND,By.CSS_SELECTOR,#ember1630>img[alt="Brand"],475,664,16,16
ID_RETAILER_CONTENT_FLOATED_ON_OF_10,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[8]/TD[6]/DIV[1]/BUTTON[1]/SPAN[2],1265,666,1,1
ID_RETAILER_CONTENT_FLOATED_9,By.XPATH,id(\'retailer-content-floated\')/DIV[1]/DIV[1]/DIV[1]/DIV[2]/DIV[1]/TABLE[1]/TBODY[1]/TR[8]/TD[6]/DIV[1]/BUTTON[1]/SPAN[1],1258,675,8,4
EMBER1630_TEXT,By.CSS_SELECTOR,#ember1630>.text-center,475,681,183,20
EMBER1637_TEXT,By.CSS_SELECTOR,#ember1637>.text-center,758,681,97,20
CLASS_BTN_LINK,By.CLASS_NAME,btn-link,1227,718,81,34
TEXT_8,By.CSS_SELECTOR,td.text-center>strong,781,720,9,16
RETAILERS_LINK,By.LINK_TEXT,Retailers,0,300,260,36
